Instance_number,time,lread,lwrite,scall,sread,swrite,Cluster
586,17:18:12,29,20,3382,202,159,cluster3
587,20:32:11,0,0,1499,77,46,cluster1
588,14:47:13,16,3,2926,157,123,cluster1
589,15:26:08,17,1,1972,142,72,cluster1
590,16:45:20,11,6,719,61,43,cluster0
591,17:46:53,4,2,2129,169,184,cluster1
592,13:04:49,6,0,5959,1191,1060,cluster2
593,21:54:43,4,0,578,43,28,cluster0
594,14:32:38,5,0,4134,284,165,cluster3
595,13:30:00,12,2,2166,361,118,cluster1
596,14:43:17,5,2,3435,225,133,cluster3
597,1:07:16,1,1,185,13,34,cluster0
598,11:27:07,10,8,1439,107,91,cluster1
599,14:04:21,27,18,3872,342,296,cluster3
600,16:00:14,7,4,961,86,80,cluster0
601,16:44:00,13,10,2259,214,181,cluster1
602,12:22:33,51,1,4103,279,205,cluster3
603,14:13:41,4,4,2015,67,68,cluster1
604,12:55:29,2,0,3520,178,147,cluster3
605,13:09:29,11,1,1554,140,128,cluster1
606,11:16:56,1,0,3322,271,170,cluster3
607,15:05:33,2,0,1510,178,138,cluster1
608,15:28:18,6,1,2018,254,243,cluster1
609,20:29:26,14,18,1659,78,68,cluster1
610,1:10:11,0,0,221,28,25,cluster0
611,17:38:18,3,0,1626,280,150,cluster1
612,19:49:55,1,0,2054,344,308,cluster1
613,15:14:33,53,63,3486,164,117,cluster4
614,15:26:58,2,1,986,73,54,cluster0
615,0:27:36,1,1,178,12,13,cluster0
616,14:14:31,53,69,7365,1077,636,cluster2
617,12:37:09,13,1,2434,125,73,cluster1
618,15:30:09,2,1,663,32,29,cluster0
619,16:53:36,55,66,1676,153,117,cluster1
620,21:13:12,4,1,921,59,29,cluster0
621,15:27:13,1,0,883,49,48,cluster0
622,14:16:51,88,102,5375,463,301,cluster2
623,15:46:25,3,1,2072,262,241,cluster1
624,13:55:10,29,2,4586,526,491,cluster3
625,14:53:07,7,5,5673,346,264,cluster2
626,17:37:18,54,58,1339,231,140,cluster1
627,18:38:19,1,0,2655,196,151,cluster1
628,12:48:19,2,0,2276,149,158,cluster1
629,16:40:06,4,1,3029,173,114,cluster3
630,11:17:31,5,4,2207,178,98,cluster1
631,16:02:15,21,11,1435,149,127,cluster1
632,16:01:50,98,127,680,54,44,cluster4
633,14:55:58,6,2,2839,221,201,cluster1
634,11:31:22,11,3,2515,215,140,cluster1
635,22:08:58,0,0,279,31,30,cluster0
636,22:20:28,2,0,723,130,66,cluster0
637,16:40:46,46,49,1715,111,83,cluster1
638,20:21:26,4,0,1898,175,134,cluster1
639,15:28:48,2,0,900,49,35,cluster0
640,15:10:59,15,2,3028,211,147,cluster3
641,20:52:46,39,65,310,44,46,cluster0
642,12:57:44,7,0,2492,162,114,cluster1
643,11:15:36,1,0,1817,181,132,cluster1
644,12:23:48,2,0,2115,125,85,cluster1
645,11:08:11,11,4,4533,431,337,cluster3
646,0:37:21,21,29,200,16,20,cluster0
647,15:03:58,5,4,1750,85,73,cluster1
648,14:23:41,16,12,3009,360,244,cluster3
649,11:54:03,27,16,4416,295,182,cluster3
650,14:25:46,19,14,3750,288,141,cluster3
651,16:11:05,7,5,892,84,53,cluster0
652,13:45:55,59,75,3562,297,259,cluster4
653,14:42:32,1,0,2697,271,258,cluster1
654,12:19:33,92,81,3244,231,156,cluster4
655,0:25:56,1,1,241,18,24,cluster0
656,16:52:11,22,16,2205,196,100,cluster1
657,16:46:30,8,6,3491,263,112,cluster3
658,15:08:23,8,6,1385,126,82,cluster0
659,15:18:13,12,5,3192,363,257,cluster3
660,12:35:44,2,0,1417,58,73,cluster0
661,15:10:08,1,0,1290,57,31,cluster0
662,14:59:23,49,74,2478,212,116,cluster4
663,21:03:46,0,0,220,19,18,cluster0
664,11:38:52,1,0,2159,410,217,cluster1
665,1:30:51,6,1,1279,180,157,cluster0
666,14:15:41,41,55,5571,450,243,cluster2
667,15:37:44,3,2,910,96,96,cluster0
668,19:57:35,1,1,679,114,80,cluster0
669,15:06:13,34,15,2332,237,137,cluster1
670,14:30:21,15,14,4292,252,146,cluster3
671,16:03:45,25,9,4174,245,135,cluster3
672,13:58:10,80,111,2618,316,191,cluster4
673,16:29:31,15,6,4172,321,179,cluster3
674,11:43:57,30,43,3041,217,194,cluster3
675,13:52:20,41,61,956,101,82,cluster0
676,13:50:35,50,59,1547,185,141,cluster1
677,13:34:50,64,83,3102,772,166,cluster4
678,16:41:01,26,5,1912,187,144,cluster1
679,22:05:08,0,0,186,15,16,cluster0
680,22:31:29,3,1,546,100,65,cluster0
681,14:34:52,31,42,3056,224,179,cluster3
682,12:30:33,7,0,1921,115,117,cluster1
683,12:18:13,17,1,6877,598,407,cluster2
684,14:55:13,20,6,6768,388,300,cluster2
685,20:30:01,7,14,1497,69,69,cluster1
686,15:14:53,2,1,659,73,39,cluster0
687,16:15:50,19,5,2394,168,140,cluster1
688,16:12:30,421,93,2399,488,427,cluster4
689,23:19:24,0,0,261,35,24,cluster0
690,16:40:25,56,48,2173,306,183,cluster1
691,11:41:22,0,0,2823,263,164,cluster1
692,13:08:04,4,0,631,33,75,cluster0
693,18:52:14,1,0,839,135,174,cluster0
694,22:18:33,3,1,534,57,80,cluster0
695,11:59:28,13,1,3501,353,147,cluster3
696,22:39:49,12,11,589,124,50,cluster0
697,17:57:23,41,32,5200,185,121,cluster2
698,15:08:43,33,47,562,92,36,cluster0
699,17:30:18,48,59,1137,157,91,cluster0
700,22:28:39,4,1,541,60,27,cluster0
701,19:00:50,0,0,477,45,34,cluster0
702,15:45:19,24,16,3737,332,254,cluster3
703,11:09:36,49,67,2959,235,147,cluster4
704,16:21:50,9,6,2444,127,94,cluster1
705,17:38:53,1,0,2184,278,135,cluster1
706,21:10:12,19,24,3265,112,102,cluster3
707,16:26:06,15,5,1795,343,209,cluster1
708,13:40:40,58,84,2633,150,135,cluster4
709,15:45:04,158,52,2354,331,248,cluster4
710,14:49:02,4,0,5359,331,195,cluster2
711,12:53:19,1,0,3645,250,156,cluster3
712,18:22:19,16,14,630,39,42,cluster0
713,13:59:10,9,2,3513,495,410,cluster3
714,23:51:50,47,53,1170,106,51,cluster0
715,14:31:28,18,16,4364,331,233,cluster3
716,15:06:28,4,3,1357,150,107,cluster0
717,15:03:23,2,2,891,95,80,cluster0
718,15:28:44,1,0,1691,35,58,cluster1
719,14:24:21,23,11,7183,819,707,cluster2
720,15:19:19,31,25,3143,248,147,cluster3
721,22:51:09,19,27,744,71,78,cluster0
722,23:53:45,0,0,133,8,9,cluster0
723,14:05:21,12,1,3494,331,375,cluster3
724,18:36:44,0,0,314,40,40,cluster0
725,14:42:57,1,0,4275,278,192,cluster3
726,11:57:13,19,13,2241,177,100,cluster1
727,21:27:52,4,1,1811,124,80,cluster1
728,23:30:00,1,0,527,42,44,cluster0
729,12:43:44,4,0,2822,248,157,cluster1
730,18:40:14,1,0,1747,142,51,cluster1
731,21:25:07,1,0,255,28,26,cluster0
732,16:27:41,10,1,3819,367,252,cluster3
733,16:27:40,6,4,1051,214,116,cluster0
734,13:08:44,2,1,1046,103,117,cluster0
735,14:41:42,16,3,5017,259,249,cluster3
736,16:18:30,11,7,3199,409,208,cluster3
737,16:34:20,23,2,6172,781,624,cluster2
738,23:03:24,46,57,826,52,50,cluster0
739,12:00:38,9,8,1608,173,148,cluster1
740,1:06:31,15,23,148,9,19,cluster0
741,23:32:30,4,0,889,77,36,cluster0
742,14:39:47,1,0,6181,351,302,cluster2
743,12:55:19,18,0,3762,154,114,cluster3
744,12:24:58,2,0,2798,145,120,cluster1
745,1:20:36,0,0,264,46,25,cluster0
746,15:43:04,4,2,3122,188,191,cluster3
747,23:26:09,35,48,840,141,129,cluster0
748,15:11:08,13,4,2000,116,70,cluster1
749,14:43:28,64,86,2489,218,160,cluster4
750,13:32:00,12,1,2687,132,162,cluster1
751,17:06:42,2,0,2839,153,128,cluster1
752,17:06:12,4,2,2821,171,126,cluster1
753,11:48:52,4,3,2809,242,129,cluster1
754,13:46:35,16,0,1877,168,104,cluster1
755,17:55:03,4,2,2039,227,129,cluster1
756,11:22:17,4,1,3256,591,502,cluster3
757,12:06:38,1,0,2918,141,136,cluster1
758,14:07:11,9,1,3577,430,226,cluster3
759,16:39:20,3,1,1059,456,127,cluster0
760,20:40:31,14,22,449,119,49,cluster0
761,16:42:31,42,57,2754,224,136,cluster1
762,18:35:29,1,0,1338,77,75,cluster0
763,16:56:06,30,3,1708,139,125,cluster1
764,21:59:58,2,0,1646,85,55,cluster1
765,14:46:02,3,2,4173,202,175,cluster3
766,17:24:22,18,0,5276,681,528,cluster2
767,15:45:45,2,1,2912,250,217,cluster1
768,15:01:08,182,199,1134,210,73,cluster4
769,15:50:15,10,3,3028,283,175,cluster3
770,17:09:07,19,7,5937,338,185,cluster2
771,14:31:23,10,3,6340,208,154,cluster2
772,14:20:46,3,2,4566,555,420,cluster3
773,13:36:55,1,0,1816,155,99,cluster1
774,16:43:51,5,1,2698,177,85,cluster1
775,11:14:51,31,46,3827,330,155,cluster3
776,17:53:13,28,2,3169,160,128,cluster3
777,21:21:02,2,0,461,44,64,cluster0
778,19:07:45,35,52,937,247,159,cluster0
779,1:19:06,1,0,310,43,22,cluster0
780,11:34:32,10,0,3628,364,250,cluster3
781,14:49:18,95,120,3749,281,194,cluster4
782,19:52:00,0,0,2011,330,243,cluster1
783,15:00:59,92,108,3091,280,168,cluster4
784,18:04:08,51,45,5244,478,430,cluster2
785,16:31:00,81,111,1175,112,75,cluster4
786,12:07:08,14,1,2648,212,111,cluster1
787,12:54:49,3,0,2883,310,228,cluster1
788,12:53:54,5,2,2319,192,140,cluster1
789,14:36:57,6,1,6213,317,271,cluster2
790,23:11:09,3,1,413,62,50,cluster0
791,14:24:16,23,12,6085,634,548,cluster2
792,11:36:12,9,2,2171,220,134,cluster1
793,12:50:49,2,0,7713,385,241,cluster2
794,11:51:42,17,6,2263,223,144,cluster1
795,15:09:39,14,5,3467,194,133,cluster3
796,16:39:35,18,14,1344,412,179,cluster1
797,13:09:54,285,79,2780,417,367,cluster4
798,1:14:31,3,0,1421,220,183,cluster1
799,14:06:56,51,71,3627,193,262,cluster4
800,15:54:09,23,7,6426,916,583,cluster2
801,12:57:29,41,54,2578,193,108,cluster1
802,1:31:01,36,47,767,106,84,cluster0
803,11:23:42,11,4,1917,199,116,cluster1
804,22:20:23,2,0,738,119,53,cluster0
805,16:12:45,45,59,2875,238,128,cluster4
806,16:27:10,9,7,1635,226,150,cluster1
807,15:32:24,7,0,1464,92,71,cluster1
808,0:19:10,0,0,261,51,35,cluster0
809,13:42:25,21,31,2350,110,104,cluster1
810,16:48:30,100,114,2815,196,123,cluster4
811,13:37:55,6,2,2501,155,229,cluster1
812,19:50:35,7,0,1660,259,206,cluster1
813,16:03:45,11,8,1466,184,138,cluster1
814,14:28:31,75,93,6011,365,278,cluster2
815,23:41:30,0,0,208,10,16,cluster0
816,11:32:42,13,12,3053,353,166,cluster3
817,15:23:29,13,2,2362,112,92,cluster1
818,13:27:35,3,2,1452,118,129,cluster1
819,11:32:02,37,33,2128,330,288,cluster1
820,23:27:49,11,7,683,44,53,cluster0
821,22:42:14,1,1,369,184,51,cluster0
822,14:02:31,5,1,3459,140,163,cluster3
823,22:35:09,1,1,337,76,47,cluster0
824,15:42:39,133,124,3215,293,189,cluster4
825,0:25:15,1,1,236,32,20,cluster0
826,14:25:16,27,18,3714,220,99,cluster3
827,12:02:28,7,3,3030,238,120,cluster3
828,18:04:03,16,0,4343,189,200,cluster3
829,15:09:33,3,0,1492,143,129,cluster1
830,23:59:15,0,0,402,29,22,cluster0
831,14:42:52,3,0,4577,195,157,cluster3
832,11:39:42,5,4,4431,375,255,cluster3
833,16:48:26,11,2,4053,131,92,cluster3
834,14:28:28,182,176,4748,327,235,cluster4
835,14:33:12,1,0,2140,124,80,cluster1
836,0:16:40,0,0,109,10,13,cluster0
837,19:56:15,5,3,1507,196,146,cluster1
838,1:13:21,2,0,667,131,141,cluster0
839,17:19:22,11,7,7136,279,234,cluster2
840,13:54:30,55,17,3192,316,148,cluster3
841,15:57:40,4,0,2921,248,205,cluster1
842,17:58:28,34,11,5892,131,111,cluster2
843,15:18:14,20,16,3238,505,379,cluster3
844,16:10:15,11,9,1686,81,67,cluster1
845,21:57:28,25,36,1039,112,45,cluster0
846,0:13:15,1,0,207,13,14,cluster0
847,12:54:44,5,2,4313,364,218,cluster3
848,23:40:40,1,0,223,13,21,cluster0
849,12:59:54,4,2,2550,328,203,cluster1
850,18:15:24,27,5,6165,861,380,cluster2
851,13:23:05,1,1,771,39,79,cluster0
852,0:37:01,15,13,935,133,51,cluster0
853,23:16:09,7,3,267,46,14,cluster0
854,14:30:33,4,2,2283,128,91,cluster1
855,22:59:09,1,1,218,29,27,cluster0
856,21:20:47,8,1,729,97,74,cluster0
857,0:54:56,4,3,374,76,69,cluster0
858,21:37:13,4,2,1255,153,92,cluster0
859,20:10:46,23,34,315,92,40,cluster0
860,12:47:39,1,0,1192,58,66,cluster0
861,21:20:52,4,0,1012,137,112,cluster0
862,22:00:38,1,0,1616,156,60,cluster1
863,15:29:28,1,0,810,55,68,cluster0
864,21:49:38,1,1,368,26,23,cluster0
865,17:51:58,2,0,1997,75,60,cluster1
866,14:18:11,8,4,3661,627,346,cluster3
867,15:44:29,8,1,4813,473,339,cluster3
868,15:48:19,9,5,1978,291,228,cluster1
869,20:17:56,1,0,508,196,77,cluster0
870,14:51:12,188,210,3051,152,268,cluster4
871,15:08:59,404,2,5093,441,359,cluster2
872,11:37:27,1,0,3290,360,240,cluster3
873,11:41:37,25,35,1558,141,96,cluster1
874,15:01:09,16,14,2626,218,118,cluster1
875,17:57:03,1,0,2832,131,92,cluster1
876,12:03:48,36,53,2180,309,119,cluster1
877,13:53:25,1,0,928,115,89,cluster0
878,18:12:24,13,5,4678,146,113,cluster3
879,20:25:16,0,0,166,8,10,cluster0
880,20:58:51,0,0,212,16,16,cluster0
881,11:29:37,10,1,5806,994,164,cluster2
882,16:48:15,19,4,3273,318,255,cluster3
883,16:24:56,4,0,1176,67,57,cluster0
884,13:12:44,16,15,1984,157,90,cluster1
885,21:21:37,2,0,260,41,37,cluster0
886,18:41:39,2,0,2166,87,78,cluster1
887,22:01:38,4,0,2139,192,76,cluster1
888,0:02:50,3,1,357,27,14,cluster0
889,22:41:29,1,1,572,244,62,cluster0
890,11:24:07,61,70,5696,1219,1051,cluster2
891,17:09:52,50,62,2562,239,181,cluster4
892,11:17:06,6,5,3792,191,115,cluster3
893,13:45:30,11,2,2434,123,111,cluster1
894,11:58:43,4,0,2447,654,103,cluster1
895,23:18:29,1,1,259,37,31,cluster0
896,11:59:43,55,75,3010,337,149,cluster4
897,0:05:55,1,1,152,9,16,cluster0
898,21:13:32,1,1,242,35,34,cluster0
899,21:02:21,1,0,405,43,34,cluster0
900,20:41:36,2,0,322,37,30,cluster0
901,12:36:09,6,0,2039,103,89,cluster1
902,23:39:30,57,0,687,21,22,cluster0
903,13:35:55,2,2,1935,280,274,cluster1
904,12:20:58,56,11,3910,259,163,cluster3
905,14:29:51,17,13,4745,253,149,cluster3
906,20:03:51,0,0,788,102,48,cluster0
907,22:34:44,2,0,603,114,66,cluster0
908,16:24:25,35,11,4871,550,459,cluster2
909,23:21:54,5,0,1794,99,106,cluster1
910,13:19:10,5,2,929,64,109,cluster0
911,15:05:03,3,0,1209,147,105,cluster0
912,15:46:10,3,1,2072,205,237,cluster1
913,15:20:23,31,42,3118,138,129,cluster3
914,19:14:00,1,1,2118,115,130,cluster1
915,15:16:13,8,7,1359,61,56,cluster0
916,12:16:58,59,5,4215,255,127,cluster3
917,12:21:03,59,2,3976,357,244,cluster3
918,12:04:48,9,0,4290,428,346,cluster3
919,15:09:19,4,1,1751,148,125,cluster1
920,23:39:10,1,0,258,35,16,cluster0
921,20:18:11,5,0,2619,455,348,cluster1
922,15:07:34,23,7,4311,163,133,cluster3
923,21:49:13,1,0,2282,401,210,cluster1
924,0:28:16,5,1,1300,179,159,cluster0
925,19:54:10,21,4,5077,748,763,cluster2
926,15:25:03,28,38,4703,234,187,cluster3
927,19:39:50,32,43,1579,171,601,cluster1
928,14:24:08,38,1,7447,1700,584,cluster2
929,14:04:41,9,2,4048,401,320,cluster3
930,15:28:59,34,50,2599,207,80,cluster1
931,0:13:45,1,1,1536,41,28,cluster1
932,15:04:59,37,17,5308,585,355,cluster2
933,21:38:38,0,0,964,94,50,cluster0
934,0:16:15,3,2,380,47,10,cluster0
935,22:00:08,1,0,291,31,36,cluster0
936,0:44:06,7,1,2766,314,264,cluster1
937,1:25:21,1,1,154,8,12,cluster0
938,15:43:29,8,7,1658,141,80,cluster1
939,13:26:35,9,6,1770,208,116,cluster1
940,12:57:54,9,5,4079,351,175,cluster3
941,23:50:00,4,2,389,38,15,cluster0
942,14:24:43,1,0,3178,247,157,cluster3
943,11:10:41,1,1,1762,77,93,cluster1
944,18:05:48,1,0,1965,62,62,cluster1
945,16:45:10,17,4,2404,223,156,cluster1
946,18:32:39,1,0,1419,143,58,cluster1
947,17:18:02,76,85,4335,281,203,cluster4
948,14:39:17,4,3,6037,306,187,cluster2
949,17:11:27,32,5,4074,768,402,cluster3
950,0:16:35,1,1,160,14,16,cluster0
951,12:50:59,5,0,4500,205,142,cluster3
952,12:03:58,81,46,3787,318,276,cluster3
953,16:01:10,2,1,3358,282,126,cluster3
954,11:22:07,11,8,4602,739,638,cluster3
955,15:18:19,35,26,4039,410,255,cluster3
956,13:41:50,37,55,846,70,81,cluster0
957,16:29:05,2,0,2414,226,207,cluster1
958,14:50:03,10,2,4806,317,187,cluster3
959,11:44:32,43,53,9172,1684,1499,cluster2
960,22:20:13,24,30,992,51,32,cluster0
961,16:13:05,11,5,1522,244,123,cluster1
962,1:15:16,11,16,161,10,18,cluster0
963,15:37:24,13,8,3154,125,96,cluster3
964,12:41:09,57,71,1776,170,126,cluster1
965,20:49:36,5,4,350,64,49,cluster0
966,16:03:20,13,11,3836,306,145,cluster3
967,13:31:35,1,0,1773,98,121,cluster1
968,23:58:05,9,0,2555,397,314,cluster1
969,0:17:35,3,1,654,35,22,cluster0
970,12:18:08,16,0,4800,430,220,cluster3
971,14:57:28,39,48,4804,274,179,cluster3
972,13:41:10,2,0,1067,112,118,cluster0
973,15:19:33,4,0,1948,136,86,cluster1
974,11:39:37,8,6,2638,318,227,cluster1
975,14:19:56,11,11,2391,518,234,cluster1
976,20:14:06,5,0,1888,248,215,cluster1
977,23:27:24,3,1,579,57,39,cluster0
978,14:42:07,5,2,4617,460,217,cluster3
979,14:45:37,3,2,3446,307,210,cluster3
980,21:20:22,3,0,958,93,35,cluster0
981,12:51:04,29,38,1917,98,162,cluster1
982,0:06:15,1,0,387,52,28,cluster0
983,14:02:36,1,0,2474,126,158,cluster1
984,14:39:02,3,0,2292,163,123,cluster1
985,13:45:45,21,10,1562,142,144,cluster1
986,12:18:03,19,2,4392,320,157,cluster3
987,0:04:05,31,33,1891,278,195,cluster1
988,15:01:48,7,2,1605,189,150,cluster1
989,18:22:24,7,3,759,61,58,cluster0
990,12:38:19,8,0,1921,78,64,cluster1
991,12:11:18,3,0,1405,131,122,cluster1
992,11:39:07,5,3,2183,140,103,cluster1
993,23:33:40,3,0,646,49,21,cluster0
994,13:57:25,5,2,2157,180,105,cluster1
995,12:01:08,3,2,1997,239,91,cluster1
996,13:32:10,6,1,1052,63,85,cluster0
997,14:24:31,22,17,3865,453,359,cluster3
998,18:03:38,3,0,3915,155,118,cluster3
999,11:44:42,7,1,8197,1643,1360,cluster2
1000,11:40:52,2,1,1614,161,129,cluster1
1001,21:39:43,0,0,1002,51,60,cluster0
1002,12:05:38,5,2,2935,336,212,cluster3
1003,16:13:40,1,0,1930,113,128,cluster1
1004,13:40:30,6,3,2578,234,115,cluster1
1005,1:37:36,0,0,174,10,10,cluster0
1006,20:52:31,0,0,303,48,38,cluster0
1007,12:50:34,1,1,6315,274,164,cluster2
1008,23:22:04,29,39,239,32,24,cluster0
1009,16:30:05,12,10,2643,131,161,cluster1
1010,11:41:52,4,2,2161,188,131,cluster1
1011,12:58:04,42,47,1476,172,103,cluster1
1012,15:46:14,16,0,3041,284,188,cluster3
1013,13:10:09,25,16,1998,224,158,cluster1
1014,22:04:33,4,0,1511,192,185,cluster1
1015,15:54:15,13,1,4636,573,532,cluster3
1016,0:32:56,1,1,208,13,13,cluster0
1017,0:19:55,2,2,408,66,26,cluster0
1018,14:24:41,13,11,2756,371,195,cluster1
1019,1:21:06,14,19,320,49,37,cluster0
1020,15:41:54,28,26,4492,312,135,cluster3
1021,16:11:30,6,2,2010,143,124,cluster1
1022,16:23:30,8,2,1175,193,183,cluster0
1023,12:12:13,20,3,2530,308,255,cluster1
1024,12:51:54,3,1,3085,306,153,cluster3
1025,14:52:07,6,3,5178,257,313,cluster2
1026,13:14:40,16,15,1629,114,57,cluster1
1027,17:18:57,45,25,6154,191,161,cluster2
1028,11:32:17,96,113,3173,407,316,cluster4
1029,15:58:14,16,8,3665,293,271,cluster3
1030,14:58:53,7,5,2188,147,86,cluster1
1031,23:35:25,2,1,162,12,15,cluster0
1032,23:23:59,1,1,310,14,31,cluster0
1033,16:08:35,6,4,2573,189,118,cluster1
1034,14:39:12,4,2,4121,373,191,cluster3
1035,12:23:43,12,0,2309,102,55,cluster1
1036,1:18:21,1,1,209,12,37,cluster0
1037,15:06:49,70,78,2836,158,114,cluster4
1038,13:54:20,64,39,4298,575,343,cluster3
1039,20:24:41,0,0,1927,64,88,cluster1
1040,15:41:39,5,2,3810,254,229,cluster3
1041,22:33:59,2,2,279,73,39,cluster0
1042,16:15:05,40,10,3027,450,312,cluster3
1043,15:55:44,11,10,3175,159,127,cluster3
1044,17:32:28,10,10,983,184,84,cluster0
1045,12:21:58,54,2,5599,232,211,cluster2
1046,13:31:30,1,0,2053,73,95,cluster1
1047,1:02:41,0,0,210,26,27,cluster0
1048,15:17:04,12,10,2545,246,139,cluster1
1049,19:18:05,8,2,3907,359,271,cluster3
1050,15:21:39,28,10,5446,210,110,cluster2
1051,20:58:11,5,0,3820,374,323,cluster3
1052,13:28:45,0,0,1188,115,79,cluster0
1053,15:39:59,3,2,1570,83,82,cluster1
1054,11:08:06,6,1,5226,473,353,cluster2
1055,14:48:08,93,123,3393,430,325,cluster4
1056,14:41:12,0,0,2123,343,106,cluster1
1057,12:39:19,25,0,1420,165,98,cluster1
1058,15:51:15,1,0,3171,288,154,cluster3
1059,22:50:29,1,0,253,24,14,cluster0
1060,11:54:53,79,42,5462,343,292,cluster2
1061,11:12:46,1,0,2085,245,145,cluster1
1062,14:44:22,14,3,6171,691,588,cluster2
1063,12:23:13,26,2,5404,475,246,cluster2
1064,13:34:10,20,1,5777,677,569,cluster2
1065,12:26:43,18,3,3416,188,94,cluster3
1066,0:03:45,0,0,175,13,19,cluster0
1067,11:31:27,1,0,2528,246,143,cluster1
1068,20:21:06,0,0,567,90,61,cluster0
1069,11:39:17,46,57,2290,270,180,cluster1
1070,19:36:35,0,0,1512,106,119,cluster1
1071,23:25:19,3,2,520,61,48,cluster0
1072,16:26:31,3,1,817,53,53,cluster0
1073,23:15:54,1,0,146,9,9,cluster0
1074,14:06:46,0,0,3852,193,223,cluster3
1075,20:08:06,5,0,1824,371,283,cluster1
1076,19:17:25,2,1,1395,99,130,cluster0
1077,16:45:25,17,6,973,128,56,cluster0
1078,16:12:50,14,7,1495,197,169,cluster1
1079,23:22:49,3,1,1044,32,44,cluster0
1080,11:52:13,7,5,1939,156,113,cluster1
1081,14:09:36,21,10,3214,198,113,cluster3
1082,18:47:09,1,0,1885,371,181,cluster1
1083,12:40:09,2,1,1630,121,98,cluster1
1084,16:03:25,67,72,2619,255,124,cluster4
1085,13:28:35,1,0,2156,461,219,cluster1
1086,17:21:17,12,5,1519,109,69,cluster1
1087,16:37:05,10,5,2287,404,193,cluster1
1088,16:58:26,24,11,4818,143,84,cluster3
1089,13:13:04,15,13,1669,161,81,cluster1
1090,0:31:01,1,0,355,24,21,cluster0
1091,15:42:09,13,11,1213,139,129,cluster0
1092,18:56:04,15,20,797,31,30,cluster0
1093,15:32:29,4,1,1263,146,68,cluster0
1094,11:50:52,6,0,4386,398,270,cluster3
1095,14:38:57,39,51,2253,100,126,cluster1
1096,16:17:55,16,2,6188,312,195,cluster2
1097,16:28:06,10,3,1642,203,187,cluster1
1098,13:46:55,17,5,1896,205,193,cluster1
1099,14:30:16,72,89,5298,221,174,cluster2
1100,15:08:53,6,0,894,89,57,cluster0
1101,14:38:52,14,4,3191,175,173,cluster3
1102,12:58:29,2,0,2276,166,118,cluster1
1103,14:42:22,1,1,3845,192,125,cluster3
1104,11:46:42,2,0,3021,336,243,cluster3
1105,16:40:55,43,53,1012,250,147,cluster0
1106,22:31:09,5,2,583,68,52,cluster0
1107,12:35:34,8,2,2896,220,181,cluster1
1108,16:35:51,9,4,4370,122,115,cluster3
1109,15:25:49,14,2,2736,274,251,cluster1
1110,19:02:05,2,0,668,51,129,cluster0
1111,16:30:00,9,8,3033,164,127,cluster3
1112,15:11:14,10,2,2441,225,118,cluster1
1113,18:22:34,1,0,696,32,59,cluster0
1114,14:54:58,2,1,3058,263,209,cluster3
1115,14:18:41,16,12,2180,394,155,cluster1
1116,13:46:50,14,0,2252,215,177,cluster1
1117,12:04:03,90,49,5387,310,266,cluster2
1118,12:10:03,6,0,2739,262,147,cluster1
1119,16:04:35,17,7,2704,335,269,cluster1
1120,20:50:11,1,0,3389,81,57,cluster3
1121,15:36:34,1,0,1094,95,81,cluster0
1122,14:35:03,1,0,3419,249,144,cluster3
1123,17:18:27,18,15,3448,173,118,cluster3
1124,23:52:20,6,4,670,91,15,cluster0
1125,18:58:30,1,0,401,36,25,cluster0
1126,11:37:37,16,1,2239,174,120,cluster1
1127,15:27:18,0,0,2296,103,67,cluster1
1128,12:46:44,5,0,955,77,106,cluster0
1129,18:57:14,19,29,579,77,42,cluster0
1130,11:35:47,37,44,1988,168,157,cluster1
1131,16:23:25,56,77,1668,157,121,cluster4
1132,18:09:44,1,0,2451,73,77,cluster1
1133,23:06:44,4,2,566,24,20,cluster0
1134,16:36:01,4,2,1686,312,205,cluster1
1135,23:55:35,0,0,185,16,16,cluster0
1136,15:46:30,47,59,3726,261,269,cluster3
1137,15:06:19,9,4,3539,208,113,cluster3
1138,11:47:17,0,0,3530,183,163,cluster3
1139,13:03:14,6,0,2894,192,142,cluster1
1140,0:52:31,35,48,1723,101,85,cluster1
1141,13:17:40,3,0,1777,146,85,cluster1
1142,12:02:08,8,6,1473,123,130,cluster1
1143,14:54:53,4,0,4521,312,264,cluster3
1144,11:23:32,32,48,1404,116,87,cluster1
1145,18:37:39,1,0,570,63,42,cluster0
1146,15:54:29,16,3,5849,521,474,cluster2
1147,15:31:29,34,51,2235,430,73,cluster1
1148,23:22:34,2,1,1092,80,64,cluster0
1149,14:32:47,1,0,4859,238,189,cluster3
1150,18:31:39,1,0,1223,71,68,cluster0
1151,15:36:59,1,0,917,70,37,cluster0
1152,15:52:50,12,10,2363,121,99,cluster1
1153,11:17:26,24,14,3061,237,138,cluster3
1154,11:22:27,4,1,4174,435,389,cluster3
1155,14:33:17,1,0,4093,171,102,cluster3
1156,11:10:16,6,5,1463,83,89,cluster1
1157,23:26:04,3,1,667,55,91,cluster0
1158,1:30:41,2,1,230,12,15,cluster0
1159,19:53:20,2,0,1174,231,170,cluster0
